,IDENTIFIER,LATEST ADMISSION DATE,RACE,GENDER,OFFENSE,Year
340,ZZEWSJWR,01/26/2018,BLACK,M,OTHERS,2018
341,ZZSELHEL,01/26/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
342,ZZEWRBCB,01/26/2018,WHITE,M,OTHERS,2018
343,ZZSRSHZZ,01/26/2018,WHITE,M,OTHERS,2018
344,ZZSRSHER,01/26/2018,WHITE,M,OTHERS,2018
345,ZZSRSHZB,01/26/2018,HISPANIC,M,OTHERS,2018
346,ZZHJWLCZ,01/26/2018,WHITE,M,OTHERS,2018
347,ZZSEWEHL,01/26/2018,HISPANIC,M,OTHERS,2018
348,ZZSRSHES,01/26/2018,WHITE,M,OTHERS,2018
349,ZZSRSHEE,01/26/2018,BLACK,M,OTHERS,2018
350,ZZSRZHBC,01/26/2018,WHITE,M,OTHERS,2018
351,ZZHWJWBE,01/26/2018,BLACK,M,OTHERS,2018
352,ZZHWZHSB,01/02/2018,BLACK,F,OTHERS,2018
353,ZZRRZSZZ,01/05/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
354,ZZSRSHZH,01/26/2018,ASIAN,M,OTHERS,2018
355,ZZECHBJZ,01/26/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
356,ZZSRSHZJ,01/26/2018,HISPANIC,M,OTHERS,2018
357,ZZHCEJES,01/26/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
358,ZZSRSHEL,01/26/2018,WHITE,F,OTHERS,2018
359,ZZHJSWSZ,01/28/2018,BLACK,F,OTHERS,2018
360,ZZSEWEHL,01/26/2018,HISPANIC,M,"ASSAULT, FIRST DEGREE                 BF",2018
361,ZZSRRRCZ,01/22/2018,WHITE,M,OTHERS,2018
362,ZZSECHZS,01/29/2018,WHITE,M,OTHERS,2018
363,ZZSRSHHR,01/29/2018,HISPANIC,M,OTHERS,2018
364,ZZRWRLLC,01/29/2018,WHITE,M,OTHERS,2018
365,ZZSRSHWR,01/29/2018,BLACK,M,OTHERS,2018
366,ZZSRSHSZ,01/29/2018,BLACK,M,OTHERS,2018
367,ZZSRSHEE,01/26/2018,BLACK,M,OTHERS,2018
368,ZZSRSRBS,01/25/2018,HISPANIC,M,OTHERS,2018
369,ZZHZBWRE,01/29/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
370,ZZHCJRCJ,01/29/2018,WHITE,F,"BURGLARY, THIRD DEGREE                DF",2018
371,ZZSEWWCE,01/05/2018,HISPANIC,F,OTHERS,2018
372,ZZSEJRBW,01/19/2018,BLACK,M,"ROBBERY, FIRST DEGREE                 BF",2018
373,ZZRCSLBW,01/08/2018,WHITE,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018
374,ZZHSECEZ,01/29/2018,WHITE,F,OTHERS,2018
375,ZZECRLBE,01/29/2018,WHITE,F,OTHERS,2018
376,ZZHJBEJZ,01/29/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018
377,ZZELBHEL,01/19/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
378,ZZHCWZEL,01/08/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
379,ZZECHBJZ,01/26/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
380,ZZEWSJWR,01/26/2018,BLACK,M,OTHERS,2018
381,ZZSRRZHR,01/30/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
382,ZZHHZHLZ,01/30/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
383,ZZSRSHBZ,01/30/2018,WHITE,F,OTHERS,2018
384,ZZHJLRCW,01/09/2018,WHITE,F,"ASSAULT, THIRD DEGREE                 AM",2018
385,ZZHWLRHE,01/30/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
386,ZZSRSHLR,01/30/2018,HISPANIC,M,OTHERS,2018
387,ZZSREREC,01/30/2018,HISPANIC,M,OTHERS,2018
388,ZZHCEBRJ,01/30/2018,BLACK,M,OTHERS,2018
389,ZZHBCELS,01/02/2018,BLACK,M,OTHERS,2018
390,ZZSRZJJW,01/30/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018
391,ZZRWBEZJ,01/02/2018,HISPANIC,M,OTHERS,2018
392,ZZZJWSJH,01/30/2018,BLACK,F,OTHERS,2018
393,ZZSRSHLW,01/30/2018,WHITE,F,OTHERS,2018
394,ZZRWBBEW,01/29/2018,BLACK,M,OTHERS,2018
395,ZZSRSHLC,01/30/2018,WHITE,M,OTHERS,2018
396,ZZHLCEEC,01/31/2018,BLACK,M,OTHERS,2018
397,ZZHCWZRR,01/31/2018,HISPANIC,M,OTHERS,2018
398,ZZZLEZWB,01/31/2018,WHITE,M,OTHERS,2018
399,ZZHCSLZB,01/05/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
400,ZZRJWJHB,01/08/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
401,ZZSZLLES,01/31/2018,WHITE,M,OTHERS,2018
402,ZZSRSHBS,01/31/2018,WHITE,M,OTHERS,2018
403,ZZRECCWH,01/31/2018,HISPANIC,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018
404,ZZHBHBJS,01/31/2018,BLACK,M,OTHERS,2018
405,ZZHHBSCC,01/31/2018,WHITE,M,OTHERS,2018
406,ZZHZSRSL,01/31/2018,WHITE,M,OTHERS,2018
407,ZZHRSSBR,01/08/2018,HISPANIC,M,OTHERS,2018
408,ZZSRSSZZ,01/31/2018,HISPANIC,M,OTHERS,2018
409,ZZZBRBRE,01/31/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
410,ZZEEWLWJ,01/31/2018,WHITE,M,OTHERS,2018
411,ZZHHZCBH,01/31/2018,WHITE,M,OTHERS,2018
412,ZZSEEHSC,01/31/2018,BLACK,M,OTHERS,2018
413,ZZSRSHJC,01/31/2018,HISPANIC,M,OTHERS,2018
414,ZZSRSSEE,02/01/2018,HISPANIC,M,OTHERS,2018
415,ZZRHHWJS,02/01/2018,BLACK,M,OTHERS,2018
416,ZZSRSSER,02/01/2018,HISPANIC,M,OTHERS,2018
417,ZZSZLLES,01/31/2018,WHITE,M,OTHERS,2018
418,ZZHCSEBW,02/01/2018,BLACK,M,OTHERS,2018
419,ZZHSWSHH,02/01/2018,BLACK,M,OTHERS,2018
420,ZZRSJSZC,02/01/2018,WHITE,M,OTHERS,2018
421,ZZHRWJBJ,02/01/2018,HISPANIC,M,OTHERS,2018
422,ZZSRSSZB,02/01/2018,WHITE,M,OTHERS,2018
423,ZZSZCHBH,02/01/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
424,ZZSEEHSC,01/31/2018,BLACK,M,"ASSAULT, FIRST DEGREE                 BF",2018
425,ZZHZLBCW,02/01/2018,BLACK,F,VIOLATION OF PROBATION OR COND DISCHG,2018
426,ZZSEJELR,01/11/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
427,ZZSEHSJJ,02/01/2018,HISPANIC,F,VIOLATION OF PROBATION OR COND DISCHG,2018
428,ZZHBCSHJ,01/05/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
429,ZZHCWLSR,02/01/2018,HISPANIC,M,OTHERS,2018
430,ZZRCCHZL,02/01/2018,WHITE,M,OTHERS,2018
431,ZZRHECJH,02/01/2018,BLACK,M,OTHERS,2018
432,ZZSRSSRS,02/01/2018,WHITE,F,INJURY OR RISK OF INJURY TO MINOR      F,2018
433,ZZSZWJHL,01/30/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
434,ZZHLCEEC,01/31/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
435,ZZSRSSZJ,02/01/2018,WHITE,M,OTHERS,2018
436,ZZHRWRSB,02/01/2018,HISPANIC,M,OTHERS,2018
437,ZZHHRSRC,02/01/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
438,ZZSEBJCH,02/01/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
439,ZZSRSSRJ,02/02/2018,WHITE,M,OTHERS,2018
440,ZZRJHHRE,01/19/2018,HISPANIC,M,OTHERS,2018
441,ZZSRZEHJ,02/02/2018,HISPANIC,M,OTHERS,2018
442,ZZHHJWEE,02/02/2018,WHITE,M,OTHERS,2018
443,ZZHBCSHJ,01/05/2018,WHITE,M,OTHERS,2018
444,ZZHJBLEJ,02/02/2018,WHITE,M,OTHERS,2018
445,ZZRSRECW,02/02/2018,HISPANIC,F,OTHERS,2018
446,ZZSRSSHE,02/02/2018,HISPANIC,M,OTHERS,2018
447,ZZEHLEJC,02/01/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
448,ZZSZERER,02/02/2018,HISPANIC,F,OTHERS,2018
449,ZZHSCBWB,02/02/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
450,ZZSEBZWZ,02/02/2018,HISPANIC,M,OTHERS,2018
451,ZZSZJJHB,01/25/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
452,ZZSZBBWC,01/24/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
453,ZZHJJSZZ,02/02/2018,HISPANIC,F,"ASSAULT, THIRD DEGREE                 AM",2018
454,ZZHRZEWW,01/30/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
455,ZZRHHWJS,02/01/2018,BLACK,M,OTHERS,2018
456,ZZRZJLZC,02/02/2018,WHITE,M,OTHERS,2018
457,ZZSRSSHW,02/02/2018,WHITE,F,OTHERS,2018
458,ZZRSJZJR,02/02/2018,BLACK,M,OTHERS,2018
459,ZZHHSRSW,01/31/2018,WHITE,M,OTHERS,2018
460,ZZEHBHRE,02/02/2018,BLACK,M,OTHERS,2018
461,ZZZBWEHC,02/02/2018,WHITE,M,OTHERS,2018
462,ZZREZZLZ,02/02/2018,WHITE,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018
463,ZZSERBSH,02/02/2018,WHITE,F,OTHERS,2018
464,ZZREJEJJ,01/02/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
465,ZZSZCWES,01/31/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
466,ZZSZESLH,02/05/2018,WHITE,F,OTHERS,2018
467,ZZEWLRZE,02/05/2018,BLACK,F,OTHERS,2018
468,ZZRWRCWL,02/05/2018,WHITE,M,OTHERS,2018
469,ZZHEBLSE,02/05/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
470,ZZSRSSSW,02/05/2018,WHITE,M,OTHERS,2018
471,ZZHZRHWR,02/05/2018,HISPANIC,M,OTHERS,2018
472,ZZHSBLLS,02/05/2018,WHITE,M,OTHERS,2018
473,ZZHBJLBR,02/05/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
474,ZZRCSCRB,01/08/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
475,ZZREEBLW,02/05/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
476,ZZRBRZLJ,01/22/2018,HISPANIC,M,OTHERS,2018
477,ZZSRSSLZ,02/05/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
478,ZZRSBHSW,02/05/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
479,ZZSZJZZW,02/05/2018,HISPANIC,M,OTHERS,2018
480,ZZRWJWBZ,02/05/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
481,ZZRSSLRJ,02/05/2018,BLACK,M,OTHERS,2018
482,ZZSEZWHS,02/05/2018,WHITE,M,OTHERS,2018
483,ZZHJJSZZ,02/02/2018,HISPANIC,F,OTHERS,2018
484,ZZSEBZCH,02/05/2018,WHITE,M,OTHERS,2018
485,ZZSEJLLJ,02/05/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
486,ZZHSSHZB,02/05/2018,BLACK,M,OTHERS,2018
487,ZZRJHHRE,01/19/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
488,ZZSEJWLE,02/05/2018,BLACK,M,OTHERS,2018
489,ZZRWCLSW,02/02/2018,WHITE,M,OTHERS,2018
490,ZZHHBSJB,02/06/2018,HISPANIC,M,OTHERS,2018
491,ZZSRSSBZ,02/06/2018,WHITE,M,OTHERS,2018
492,ZZSRSSCJ,02/06/2018,BLACK,M,OTHERS,2018
493,ZZERCEJL,02/06/2018,HISPANIC,M,OTHERS,2018
494,ZZEEWCCJ,02/06/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
495,ZZRJJHZJ,01/16/2018,HISPANIC,M,"BURGLARY, THIRD DEGREE                DF",2018
496,ZZRWJBBL,01/16/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
497,ZZSRHZZB,02/06/2018,WHITE,F,OTHERS,2018
498,ZZRJWZBC,01/12/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
499,ZZHRJREW,02/06/2018,WHITE,M,OTHERS,2018
500,ZZEJJCHH,02/06/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
501,ZZSEJWLC,02/06/2018,WHITE,M,OTHERS,2018
502,ZZERRHLC,01/16/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
503,ZZHRBBRR,02/06/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
504,ZZRWJEBB,02/05/2018,WHITE,M,OTHERS,2018
505,ZZSRSSCC,02/06/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
506,ZZSRSRBH,01/25/2018,WHITE,M,OTHERS,2018
507,ZZHHECRS,01/23/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
508,ZZRWSJLH,02/06/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
509,ZZRSBCZS,02/06/2018,WHITE,M,OTHERS,2018
510,ZZSRSSJW,02/07/2018,WHITE,M,OTHERS,2018
511,ZZRLBWWZ,01/11/2018,HISPANIC,M,OTHERS,2018
512,ZZRWRSWB,02/07/2018,BLACK,M,OTHERS,2018
513,ZZSRRJBW,02/07/2018,BLACK,M,OTHERS,2018
514,ZZHCLCWR,02/07/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
515,ZZECEECJ,02/07/2018,BLACK,M,OTHERS,2018
516,ZZSRSSCJ,02/06/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
517,ZZEZJHHS,01/16/2018,BLACK,M,OTHERS,2018
518,ZZRSJCBE,01/11/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018
519,ZZSZZHLW,02/07/2018,HISPANIC,M,OTHERS,2018
520,ZZSRSSJH,02/07/2018,BLACK,M,OTHERS,2018
521,ZZRSBZRW,02/07/2018,WHITE,F,OTHERS,2018
522,ZZRCZJLB,02/07/2018,WHITE,M,OTHERS,2018
523,ZZSZHBRZ,02/07/2018,WHITE,F,OTHERS,2018
524,ZZHBSWHB,01/19/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
525,ZZELSHLW,02/07/2018,WHITE,M,OTHERS,2018
526,ZZSRSZBH,01/12/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
527,ZZRRJRZL,01/11/2018,BLACK,M,OTHERS,2018
528,ZZSRSWEE,02/08/2018,WHITE,M,OTHERS,2018
529,ZZHLCHEZ,01/22/2018,BLACK,F,VIOLATION OF PROBATION OR COND DISCHG,2018
530,ZZRLWHEZ,01/08/2018,HISPANIC,M,OTHERS,2018
531,ZZEJCHBC,01/05/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
532,ZZSZJCRS,02/08/2018,WHITE,M,OTHERS,2018
533,ZZHZZSEC,02/08/2018,WHITE,F,OTHERS,2018
534,ZZRZHCZZ,02/08/2018,HISPANIC,M,OTHERS,2018
535,ZZSRRSHH,02/08/2018,WHITE,M,OTHERS,2018
536,ZZHHELRJ,01/02/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
537,ZZHRRHBJ,01/19/2018,BLACK,F,OTHERS,2018
538,ZZHWHZWW,01/12/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
539,ZZRSCBCW,01/11/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
540,ZZHHCZLJ,02/08/2018,WHITE,M,OTHERS,2018
541,ZZHBBECZ,02/01/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
542,ZZRHRLJE,02/08/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
543,ZZRSCJCE,02/08/2018,BLACK,F,VIOLATION OF PROBATION OR COND DISCHG,2018
544,ZZRWSEBZ,02/09/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
545,ZZHHWWSJ,01/31/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
546,ZZECCLBJ,02/09/2018,BLACK,M,OTHERS,2018
547,ZZHSLJRW,02/09/2018,WHITE,M,OTHERS,2018
548,ZZSZJSLW,02/09/2018,HISPANIC,M,OTHERS,2018
549,ZZRSZJCW,02/09/2018,WHITE,M,OTHERS,2018
550,ZZSZJHLB,02/09/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
551,ZZHJHEWJ,02/09/2018,WHITE,M,OTHERS,2018
552,ZZHWJESW,02/09/2018,HISPANIC,F,VIOLATION OF PROBATION OR COND DISCHG,2018
553,ZZHCCECW,02/09/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
554,ZZHHELHH,02/09/2018,BLACK,M,OTHERS,2018
555,ZZRRLLRS,02/09/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
556,ZZERCBHH,02/09/2018,WHITE,M,OTHERS,2018
557,ZZSRSWRH,02/09/2018,WHITE,M,OTHERS,2018
558,ZZSRHRBB,02/09/2018,BLACK,M,OTHERS,2018
559,ZZSRSHEJ,01/26/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
560,ZZRWJBCC,02/09/2018,AMER IND,M,OTHERS,2018
561,ZZHCZBJH,02/09/2018,WHITE,M,OTHERS,2018
562,ZZSRSWRL,02/09/2018,ASIAN,M,OTHERS,2018
563,ZZHHWSZC,02/10/2018,WHITE,M,OTHERS,2018
564,ZZRZLCJW,02/13/2018,HISPANIC,M,OTHERS,2018
565,ZZSRRSEZ,02/13/2018,WHITE,M,OTHERS,2018
566,ZZHRRHLW,02/13/2018,WHITE,M,OTHERS,2018
567,ZZRSRECS,01/10/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
568,ZZSZLBLS,01/23/2018,HISPANIC,F,OTHERS,2018
569,ZZRWZBJW,01/16/2018,HISPANIC,F,VIOLATION OF PROBATION OR COND DISCHG,2018
570,ZZEWJSWL,02/13/2018,BLACK,M,OTHERS,2018
571,ZZRBHEWJ,02/13/2018,BLACK,M,OTHERS,2018
572,ZZSRSWWL,02/13/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
573,ZZHCLZHH,02/13/2018,ASIAN,M,OTHERS,2018
574,ZZRWZERR,01/09/2018,HISPANIC,M,OTHERS,2018
575,ZZSRSWRL,02/09/2018,ASIAN,M,"ASSAULT, THIRD DEGREE                 AM",2018
576,ZZSEEBJJ,02/13/2018,WHITE,M,OTHERS,2018
577,ZZRRJWER,02/13/2018,BLACK,F,OTHERS,2018
578,ZZEZECSL,02/13/2018,WHITE,M,OTHERS,2018
579,ZZHLZEZW,02/13/2018,WHITE,F,OTHERS,2018
580,ZZHWCJSH,01/05/2018,BLACK,M,OTHERS,2018
581,ZZRREEEJ,02/14/2018,HISPANIC,M,OTHERS,2018
582,ZZSRZLRE,01/09/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018
583,ZZHRHLCC,02/14/2018,HISPANIC,M,OTHERS,2018
584,ZZSRSWJZ,02/14/2018,WHITE,F,OTHERS,2018
585,ZZHELWLE,01/10/2018,HISPANIC,M,OTHERS,2018
586,ZZSRHZBR,01/08/2018,HISPANIC,M,OTHERS,2018
587,ZZHCHJJS,01/03/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
588,ZZRSRWCZ,01/11/2018,HISPANIC,M,OTHERS,2018
589,ZZSRSWCS,02/14/2018,WHITE,M,OTHERS,2018
590,ZZRJZCZR,02/14/2018,HISPANIC,M,OTHERS,2018
591,ZZESLLHL,02/14/2018,WHITE,M,OTHERS,2018
592,ZZRLLJLJ,02/14/2018,WHITE,M,OTHERS,2018
593,ZZSEEBJJ,02/13/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
594,ZZHJJHZH,01/02/2018,HISPANIC,M,OTHERS,2018
595,ZZSRSWWL,02/13/2018,WHITE,M,OTHERS,2018
596,ZZRJJSEZ,02/14/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
597,ZZHLSJEE,02/15/2018,BLACK,M,OTHERS,2018
598,ZZSRZSBL,02/15/2018,WHITE,M,OTHERS,2018
599,ZZSRSWCB,02/14/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
600,ZZSRSLZC,02/15/2018,WHITE,F,OTHERS,2018
601,ZZRRCHCW,01/02/2018,HISPANIC,F,VIOLATION OF PROBATION OR COND DISCHG,2018
602,ZZSRSLZH,02/15/2018,HISPANIC,M,OTHERS,2018
603,ZZSRSWJS,02/15/2018,BLACK,M,OTHERS,2018
604,ZZEWHZLW,02/15/2018,BLACK,M,OTHERS,2018
605,ZZREWWRR,01/11/2018,HISPANIC,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
606,ZZZLCSSW,02/05/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
607,ZZHBRRLH,02/15/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
608,ZZSEHJHC,02/15/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
609,ZZSRSWJW,02/15/2018,WHITE,M,OTHERS,2018
610,ZZRHZWWJ,01/18/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
611,ZZRRLSLR,02/01/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
612,ZZRWJWJH,02/15/2018,WHITE,M,OTHERS,2018
613,ZZSZSBSZ,02/15/2018,WHITE,M,OTHERS,2018
614,ZZSRSWJJ,02/15/2018,WHITE,M,OTHERS,2018
615,ZZSRSWJH,02/15/2018,WHITE,M,OTHERS,2018
616,ZZELHEWL,02/15/2018,BLACK,M,OTHERS,2018
617,ZZHJBBLL,02/15/2018,WHITE,F,OTHERS,2018
618,ZZRBESLL,02/16/2018,HISPANIC,M,OTHERS,2018
619,ZZSRSLZB,02/16/2018,WHITE,M,OTHERS,2018
620,ZZSELHRZ,02/16/2018,WHITE,M,OTHERS,2018
621,ZZSEEEZB,01/12/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
622,ZZRZWSRH,02/14/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
623,ZZHBEBHZ,02/16/2018,BLACK,M,OTHERS,2018
624,ZZHCZLES,02/16/2018,WHITE,M,OTHERS,2018
625,ZZSELWCW,01/24/2018,HISPANIC,M,"BURGLARY, THIRD DEGREE                DF",2018
626,ZZSRSLER,02/16/2018,HISPANIC,M,OTHERS,2018
627,ZZSRSLZJ,02/16/2018,HISPANIC,M,OTHERS,2018
628,ZZRECSWW,02/05/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
629,ZZSZBSHS,02/07/2018,BLACK,M,OTHERS,2018
630,ZZRHJCEZ,01/26/2018,WHITE,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
631,ZZSZSBSZ,02/15/2018,WHITE,M,OTHERS,2018
632,ZZSRSLEH,02/16/2018,WHITE,M,OTHERS,2018
633,ZZHJZWWB,01/26/2018,BLACK,M,OTHERS,2018
634,ZZSZCJHL,02/16/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
635,ZZREWWRR,01/11/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
636,ZZEWLEHW,02/16/2018,BLACK,F,OTHERS,2018
637,ZZHSCCJJ,02/16/2018,HISPANIC,M,OTHERS,2018
638,ZZRHBHCL,01/18/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
639,ZZSEZCCS,02/01/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
640,ZZSRSLRZ,02/20/2018,WHITE,F,OTHERS,2018
641,ZZSRSLSC,02/20/2018,WHITE,F,OTHERS,2018
642,ZZRRHRHW,02/20/2018,HISPANIC,M,OTHERS,2018
643,ZZEWBJHE,02/01/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
644,ZZHSZSLH,02/20/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
645,ZZHHZHZB,02/20/2018,WHITE,M,OTHERS,2018
646,ZZRJHRZC,02/01/2018,BLACK,M,OTHERS,2018
647,ZZHHRSCZ,02/20/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
648,ZZHSESZW,02/20/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
649,ZZHWSWSJ,01/10/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
650,ZZSRHEJJ,02/20/2018,WHITE,M,OTHERS,2018
651,ZZSELWSW,01/24/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
652,ZZEHWLHH,02/05/2018,BLACK,M,OTHERS,2018
653,ZZSRRCRS,02/20/2018,WHITE,M,OTHERS,2018
654,ZZRZBJZS,02/18/2018,BLACK,F,VIOLATION OF PROBATION OR COND DISCHG,2018
655,ZZELLHBE,02/20/2018,BLACK,M,OTHERS,2018
656,ZZSEEEZB,01/12/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
657,ZZSRSLHW,02/20/2018,BLACK,M,OTHERS,2018
658,ZZSRSLWS,02/21/2018,WHITE,F,OTHERS,2018
659,ZZSRSLLC,02/21/2018,WHITE,M,OTHERS,2018
660,ZZRBLWEE,02/21/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
661,ZZESCJLL,02/21/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
662,ZZSRECJJ,02/21/2018,BLACK,M,OTHERS,2018
663,ZZSECZZJ,02/21/2018,WHITE,M,OTHERS,2018
664,ZZHCRCEW,02/21/2018,WHITE,F,OTHERS,2018
665,ZZHHBRBC,01/02/2018,HISPANIC,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
666,ZZSZCRSB,02/21/2018,WHITE,M,OTHERS,2018
667,ZZSZSRRS,02/21/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
668,ZZSRSLWB,02/21/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
669,ZZSEBHJE,02/21/2018,BLACK,F,OTHERS,2018
670,ZZSRSLCZ,02/21/2018,WHITE,F,OTHERS,2018
671,ZZZCLSLE,02/21/2018,HISPANIC,M,OTHERS,2018
672,ZZHHWZLB,01/24/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018
673,ZZHRZJWZ,02/21/2018,BLACK,M,OTHERS,2018
