,IDENTIFIER,LATEST ADMISSION DATE,RACE,GENDER,OFFENSE,Year
5436,ZZRSHZWH,07/23/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5437,ZZRCHJSS,10/09/2018,HISPANIC,F,OTHERS,2018
5438,ZZHHZHSB,11/06/2018,WHITE,M,OTHERS,2018
5439,ZZSRCSRB,09/05/2018,BLACK,F,OTHERS,2018
5440,ZZRWJSLR,08/10/2018,WHITE,F,INJURY OR RISK OF INJURY TO MINOR      F,2018
5441,ZZHHBSJB,06/06/2018,HISPANIC,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
5442,ZZRWHEZR,11/06/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5443,ZZHSHJZC,06/15/2018,BLACK,M,OTHERS,2018
5444,ZZRLJECJ,10/23/2018,WHITE,M,OTHERS,2018
5445,ZZHEZJHB,02/09/2018,BLACK,M,OTHERS,2018
5446,ZZERRBLE,11/06/2018,WHITE,F,OTHERS,2018
5447,ZZHWHCER,08/24/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
5448,ZZELHRJR,08/03/2018,BLACK,M,OTHERS,2018
5449,ZZHBEZRE,11/06/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5450,ZZSEZRBW,01/08/2018,WHITE,M,OTHERS,2018
5451,ZZHLWECJ,11/06/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5452,ZZHCEJSS,11/06/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5453,ZZHZCLRL,11/01/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5454,ZZHLCHHB,11/01/2018,WHITE,M,OTHERS,2018
5455,ZZHBHSBE,11/06/2018,WHITE,F,OTHERS,2018
5456,ZZSELCLE,11/06/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
5457,ZZZSSCLJ,05/31/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
5458,ZZEBELEE,09/11/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5459,ZZSRHWHL,04/25/2018,WHITE,M,OTHERS,2018
5460,ZZSRHJRH,07/24/2018,WHITE,F,OTHERS,2018
5461,ZZHZSZJJ,11/06/2018,HISPANIC,M,OTHERS,2018
5462,ZZHJSELS,09/11/2018,WHITE,M,OTHERS,2018
5463,ZZERHRBR,07/20/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5464,ZZSEHCBR,11/02/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5465,ZZSRSHSR,07/17/2018,HISPANIC,M,OTHERS,2018
5466,ZZHWHELL,06/29/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
5467,ZZHEEWHZ,04/02/2018,HISPANIC,M,OTHERS,2018
5468,ZZSRBRWS,11/07/2018,WHITE,M,OTHERS,2018
5469,ZZSECHEB,11/05/2018,BLACK,M,OTHERS,2018
5470,ZZHSLRCL,08/28/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
5471,ZZSRZCRE,10/16/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
5472,ZZRSSSLC,09/14/2018,BLACK,M,OTHERS,2018
5473,ZZHLLWHW,11/07/2018,BLACK,M,OTHERS,2018
5474,ZZRSHZWH,07/23/2018,WHITE,M,OTHERS,2018
5475,ZZHLLWHS,10/09/2018,WHITE,M,OTHERS,2018
5476,ZZSRHHLR,08/29/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5477,ZZSRHBBW,11/06/2018,HISPANIC,M,OTHERS,2018
5478,ZZSRRSRS,11/07/2018,BLACK,F,OTHERS,2018
5479,ZZZJLSRS,10/15/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
5480,ZZHCSBRE,08/26/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5481,ZZSRLJWC,08/01/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018
5482,ZZZSSCLJ,05/31/2018,BLACK,M,OTHERS,2018
5483,ZZHLEWBJ,11/06/2018,WHITE,M,OTHERS,2018
5484,ZZHREZCW,06/27/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
5485,ZZSEBRBW,11/07/2018,WHITE,M,OTHERS,2018
5486,ZZSRBRSJ,11/07/2018,WHITE,M,OTHERS,2018
5487,ZZHHBSJB,06/06/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5488,ZZSEHJSC,11/07/2018,WHITE,M,OTHERS,2018
5489,ZZHWWCZE,10/16/2018,BLACK,F,OTHERS,2018
5490,ZZSZCRZL,07/18/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5491,ZZRECHSB,07/11/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5492,ZZZJZRRL,08/28/2018,WHITE,M,OTHERS,2018
5493,ZZSEEECH,08/27/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
5494,ZZHHZHSB,11/06/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5495,ZZHSWWZZ,11/07/2018,WHITE,F,OTHERS,2018
5496,ZZHSHJZC,06/15/2018,BLACK,M,OTHERS,2018
5497,ZZHZHEES,11/07/2018,BLACK,M,OTHERS,2018
5498,ZZRWJSLR,08/10/2018,WHITE,F,OTHERS,2018
5499,ZZSRCSRB,09/05/2018,BLACK,F,VIOLATION OF PROBATION OR COND DISCHG,2018
5500,ZZSZBCCZ,11/07/2018,HISPANIC,F,OTHERS,2018
5501,ZZSECBCS,10/23/2018,WHITE,M,OTHERS,2018
5502,ZZRLJECJ,10/23/2018,WHITE,M,OTHERS,2018
5503,ZZHJCBBS,03/02/2018,WHITE,M,OTHERS,2018
5504,ZZHBRCLE,11/07/2018,WHITE,F,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
5505,ZZHJZHBZ,09/27/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
5506,ZZRLRCHZ,10/18/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5507,ZZRRRLSH,07/19/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5508,ZZSRESWJ,10/19/2018,HISPANIC,M,OTHERS,2018
5509,ZZHWHCER,08/24/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5510,ZZHBCRJW,08/27/2018,HISPANIC,M,OTHERS,2018
5511,ZZSRCJRS,10/11/2018,WHITE,M,OTHERS,2018
5512,ZZHWESCL,10/02/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5513,ZZRSEZRE,08/20/2018,BLACK,F,INJURY OR RISK OF INJURY TO MINOR      F,2018
5514,ZZSRCZZR,08/03/2018,WHITE,M,OTHERS,2018
5515,ZZZCHLES,11/08/2018,BLACK,F,OTHERS,2018
5516,ZZHRLWSJ,11/08/2018,HISPANIC,M,OTHERS,2018
5517,ZZSEWEZE,11/08/2018,WHITE,M,OTHERS,2018
5518,ZZRSEZRE,08/20/2018,BLACK,F,OTHERS,2018
5519,ZZHEJEBL,11/08/2018,WHITE,M,OTHERS,2018
5520,ZZHZCLRL,11/01/2018,HISPANIC,M,OTHERS,2018
5521,ZZSRHBHW,10/31/2018,BLACK,M,OTHERS,2018
5522,ZZRWHLZB,10/15/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
5523,ZZSESEJB,08/28/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5524,ZZRLLLRE,11/08/2018,BLACK,M,OTHERS,2018
5525,ZZHRECEE,05/29/2018,BLACK,M,OTHERS,2018
5526,ZZSRBRLC,11/08/2018,WHITE,F,OTHERS,2018
5527,ZZHLCRSZ,03/16/2018,BLACK,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018
5528,ZZSRCCLW,11/08/2018,WHITE,M,OTHERS,2018
5529,ZZHJZEJR,08/06/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
5530,ZZELZCHS,02/14/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
5531,ZZHJWZEH,10/19/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5532,ZZECZRHH,11/08/2018,BLACK,F,VIOLATION OF PROBATION OR COND DISCHG,2018
5533,ZZHSLRCL,08/28/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5534,ZZSRRSWW,11/08/2018,HISPANIC,M,OTHERS,2018
5535,ZZHLECEE,10/29/2018,HISPANIC,M,OTHERS,2018
5536,ZZRJBSLH,11/08/2018,BLACK,M,OTHERS,2018
5537,ZZHLZSBS,11/08/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5538,ZZEHLEHL,07/18/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
5539,ZZSRBRHE,11/06/2018,HISPANIC,M,OTHERS,2018
5540,ZZSRHCWH,11/08/2018,HISPANIC,M,OTHERS,2018
5541,ZZSEBSRR,10/25/2018,AMER IND,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
5542,ZZSRWJJS,07/19/2018,HISPANIC,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
5543,ZZSEWCRW,01/11/2018,BLACK,M,OTHERS,2018
5544,ZZSRBRCH,11/09/2018,WHITE,M,OTHERS,2018
5545,ZZHBEBBE,10/19/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
5546,ZZEWRRRW,11/09/2018,BLACK,M,OTHERS,2018
5547,ZZSZCEHR,11/09/2018,WHITE,F,OTHERS,2018
5548,ZZECEHEW,06/05/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5549,ZZHJESCC,04/26/2018,HISPANIC,M,OTHERS,2018
5550,ZZSEEEWW,04/11/2018,WHITE,F,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
5551,ZZHJZEJR,08/06/2018,HISPANIC,M,OTHERS,2018
5552,ZZSEBSRR,10/25/2018,AMER IND,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5553,ZZHBWZLH,09/25/2018,WHITE,M,OTHERS,2018
5554,ZZHLHJCC,11/09/2018,BLACK,M,OTHERS,2018
5555,ZZSRBRCC,11/09/2018,WHITE,M,OTHERS,2018
5556,ZZRRRWHS,10/18/2018,HISPANIC,M,OTHERS,2018
5557,ZZHJCLZJ,07/16/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5558,ZZHBBHJW,11/09/2018,WHITE,F,OTHERS,2018
5559,ZZHBJWEE,11/09/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5560,ZZSRWJJS,07/19/2018,HISPANIC,F,OTHERS,2018
5561,ZZHERECH,08/17/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5562,ZZHRSZZJ,08/24/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018
5563,ZZSRBRBS,11/09/2018,WHITE,F,OTHERS,2018
5564,ZZRBBLWS,06/21/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
5565,ZZERWWWJ,08/16/2018,BLACK,M,OTHERS,2018
5566,ZZHBEERJ,07/30/2018,HISPANIC,M,OTHERS,2018
5567,ZZHCHZJB,03/14/2018,HISPANIC,M,OTHERS,2018
5568,ZZSERWWS,05/02/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
5569,ZZSRZRHR,11/09/2018,BLACK,M,OTHERS,2018
5570,ZZSRBRCS,11/09/2018,HISPANIC,M,OTHERS,2018
5571,ZZHJJLHB,07/02/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5572,ZZHLECEE,10/29/2018,HISPANIC,M,OTHERS,2018
5573,ZZSRBRCJ,11/09/2018,HISPANIC,M,OTHERS,2018
5574,ZZSZJEEJ,11/09/2018,WHITE,F,OTHERS,2018
5575,ZZSRWJHJ,10/26/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
5576,ZZSZHRCW,10/05/2018,WHITE,F,OTHERS,2018
5577,ZZESCWRB,11/09/2018,WHITE,M,OTHERS,2018
5578,ZZSRBRBR,11/09/2018,WHITE,M,OTHERS,2018
5579,ZZRWHWLE,11/09/2018,BLACK,M,OTHERS,2018
5580,ZZSZWJRR,07/05/2018,BLACK,M,"BURGLARY, THIRD DEGREE                DF",2018
5581,ZZECJSJL,11/09/2018,BLACK,M,OTHERS,2018
5582,ZZHEJBJJ,10/05/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5583,ZZHLZWSH,08/27/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5584,ZZHCBLEC,05/26/2018,WHITE,M,OTHERS,2018
5585,ZZSERWWS,05/02/2018,BLACK,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018
5586,ZZSRSWZJ,02/08/2018,WHITE,M,OTHERS,2018
5587,ZZSZLEZR,08/07/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5588,ZZSEHLEH,11/13/2018,WHITE,F,OTHERS,2018
5589,ZZHBJBRL,08/30/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5590,ZZHBEZBJ,09/12/2018,WHITE,M,OTHERS,2018
5591,ZZERWWWJ,08/16/2018,BLACK,M,OTHERS,2018
5592,ZZSRBERB,10/29/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
5593,ZZHBLSSS,11/13/2018,WHITE,M,OTHERS,2018
5594,ZZHRLZWL,10/05/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5595,ZZHLJBCH,10/29/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
5596,ZZHESHJB,05/25/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5597,ZZSRZCJH,05/22/2018,BLACK,F,OTHERS,2018
5598,ZZSRBHRZ,11/13/2018,WHITE,F,OTHERS,2018
5599,ZZRCRLBS,11/13/2018,WHITE,M,OTHERS,2018
5600,ZZRWBRSJ,10/25/2018,BLACK,M,OTHERS,2018
5601,ZZHRSZZJ,08/24/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5602,ZZSRHSBE,09/17/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
5603,ZZSRBHRE,11/13/2018,WHITE,F,OTHERS,2018
5604,ZZHBWZLH,09/25/2018,WHITE,M,OTHERS,2018
5605,ZZHJESCC,04/26/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5606,ZZSRSLBB,09/04/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
5607,ZZHEBWWJ,04/30/2018,BLACK,M,OTHERS,2018
5608,ZZHBEBBE,10/19/2018,WHITE,M,OTHERS,2018
5609,ZZHSRRCL,02/20/2018,WHITE,M,OTHERS,2018
5610,ZZSRWCBW,05/30/2018,WHITE,M,OTHERS,2018
5611,ZZZWCCJJ,09/17/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5612,ZZEHWSJH,09/28/2018,WHITE,M,OTHERS,2018
5613,ZZHLBZHR,10/04/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
5614,ZZSEHJLL,11/14/2018,WHITE,F,OTHERS,2018
5615,ZZSRBHHC,11/14/2018,HISPANIC,M,OTHERS,2018
5616,ZZSRSHCB,05/25/2018,WHITE,F,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
5617,ZZSRLEHE,06/04/2018,WHITE,M,OTHERS,2018
5618,ZZHJWSWJ,11/14/2018,HISPANIC,M,OTHERS,2018
5619,ZZHBLJZZ,09/11/2018,WHITE,M,OTHERS,2018
5620,ZZRWJSLS,11/14/2018,BLACK,F,OTHERS,2018
5621,ZZRBRBBZ,09/19/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5622,ZZHRLBRB,10/17/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5623,ZZSRRSHC,06/06/2018,WHITE,F,OTHERS,2018
5624,ZZHJWELE,03/08/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5625,ZZSECLRL,11/14/2018,WHITE,F,OTHERS,2018
5626,ZZHJCRHR,11/14/2018,HISPANIC,M,OTHERS,2018
5627,ZZRLJHRS,10/04/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
5628,ZZEHJZCL,10/31/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5629,ZZHCRZCW,09/21/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
5630,ZZHWLRBS,02/07/2018,WHITE,M,OTHERS,2018
5631,ZZSRHEWS,01/22/2018,HISPANIC,M,OTHERS,2018
5632,ZZHSWWWW,11/14/2018,WHITE,F,OTHERS,2018
5633,ZZSRHSBE,09/17/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018
5634,ZZHJZJHB,09/11/2018,BLACK,M,OTHERS,2018
5635,ZZHHWZJS,11/14/2018,HISPANIC,M,OTHERS,2018
5636,ZZSEBSLE,11/10/2018,WHITE,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
5637,ZZECRRWL,11/14/2018,WHITE,F,OTHERS,2018
5638,ZZSRERLH,07/31/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
5639,ZZRBHHJL,11/14/2018,WHITE,M,OTHERS,2018
5640,ZZHCBSWB,11/14/2018,WHITE,M,OTHERS,2018
5641,ZZSRZCJH,05/22/2018,BLACK,F,OTHERS,2018
5642,ZZRJEZZB,07/30/2018,HISPANIC,M,OTHERS,2018
5643,ZZESBLSW,07/23/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5644,ZZSEHEZB,08/30/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
5645,ZZSRLZSW,09/12/2018,BLACK,M,OTHERS,2018
5646,ZZRBCEJL,09/05/2018,HISPANIC,M,OTHERS,2018
5647,ZZSRBHSJ,11/15/2018,WHITE,M,OTHERS,2018
5648,ZZHSLRBW,05/29/2018,BLACK,M,OTHERS,2018
5649,ZZSZLHBS,01/03/2018,HISPANIC,M,OTHERS,2018
5650,ZZRJLJJS,05/22/2018,BLACK,M,OTHERS,2018
5651,ZZSRBHWR,11/15/2018,WHITE,F,"ASSAULT, THIRD DEGREE                 AM",2018
5652,ZZSESJHE,09/17/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
5653,ZZEBBSLH,05/14/2018,WHITE,M,OTHERS,2018
5654,ZZHRBJCB,11/02/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5655,ZZEJRLSW,11/15/2018,BLACK,M,OTHERS,2018
5656,ZZHJRWZZ,11/15/2018,WHITE,M,OTHERS,2018
5657,ZZSECZJJ,11/15/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5658,ZZHELWSH,09/06/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5659,ZZSRBHSB,11/15/2018,WHITE,M,OTHERS,2018
5660,ZZSEBSLE,11/10/2018,WHITE,F,OTHERS,2018
5661,ZZEBRRRR,07/09/2018,BLACK,M,OTHERS,2018
5662,ZZSRRSHC,06/06/2018,WHITE,F,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
5663,ZZHHZRZW,10/30/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
5664,ZZSRBHHC,11/14/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
5665,ZZHWWHZR,08/02/2018,WHITE,F,OTHERS,2018
5666,ZZRWCZCC,11/15/2018,HISPANIC,M,OTHERS,2018
5667,ZZHWWRHB,05/07/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
5668,ZZHLSRRC,05/18/2018,HISPANIC,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018
5669,ZZRRZSZZ,10/15/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5670,ZZERLWWH,11/15/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5671,ZZHRSCZS,08/13/2018,HISPANIC,M,OTHERS,2018
5672,ZZHBHZLR,11/15/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5673,ZZHSWCZH,10/04/2018,HISPANIC,M,OTHERS,2018
5674,ZZHEZCSR,08/27/2018,HISPANIC,M,OTHERS,2018
5675,ZZSRSSSR,02/04/2018,BLACK,M,OTHERS,2018
5676,ZZRLBWWZ,10/12/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5677,ZZRJZZLZ,09/04/2018,HISPANIC,M,"BURGLARY, THIRD DEGREE                DF",2018
5678,ZZRJBCLH,11/15/2018,HISPANIC,M,OTHERS,2018
5679,ZZSRBHSE,11/15/2018,WHITE,M,OTHERS,2018
5680,ZZSEHEZB,08/30/2018,WHITE,M,OTHERS,2018
5681,ZZRSSHHH,07/19/2018,HISPANIC,F,OTHERS,2018
5682,ZZSRSSSH,02/04/2018,WHITE,F,CRIMINAL POSSESSION OF A PISTOL       DF,2018
5683,ZZRLCCLL,11/15/2018,HISPANIC,M,OTHERS,2018
5684,ZZSRBZER,10/19/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5685,ZZHWJWSL,04/19/2018,BLACK,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018
5686,ZZSRBHLR,11/16/2018,BLACK,M,OTHERS,2018
5687,ZZSRSERL,11/16/2018,WHITE,M,OTHERS,2018
5688,ZZSRWLSE,05/01/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
5689,ZZHJBRBZ,03/05/2018,WHITE,M,OTHERS,2018
5690,ZZSRBHWC,11/16/2018,WHITE,M,OTHERS,2018
5691,ZZEJRLSW,11/15/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
5692,ZZSECLBW,10/15/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5693,ZZHRSLWL,11/16/2018,HISPANIC,M,OTHERS,2018
5694,ZZSRHZJS,06/08/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5695,ZZELCSHS,10/15/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
5696,ZZSRBHWS,11/16/2018,WHITE,M,OTHERS,2018
5697,ZZSRSHZS,01/26/2018,HISPANIC,M,OTHERS,2018
5698,ZZSRBHLH,11/16/2018,BLACK,M,OTHERS,2018
5699,ZZHEEWEE,11/16/2018,WHITE,M,OTHERS,2018
5700,ZZELSLEE,07/26/2018,BLACK,F,OTHERS,2018
5701,ZZESLZHB,11/16/2018,BLACK,M,OTHERS,2018
5702,ZZSRBHWR,11/15/2018,WHITE,F,OTHERS,2018
5703,ZZSEEWCR,11/16/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
5704,ZZHHZWSB,06/11/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
5705,ZZHZJCBR,08/07/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
5706,ZZRSSHHH,07/19/2018,HISPANIC,F,OTHERS,2018
5707,ZZHLHELJ,09/28/2018,BLACK,M,OTHERS,2018
5708,ZZSZLHLZ,07/24/2018,HISPANIC,M,OTHERS,2018
5709,ZZSRSEZS,11/16/2018,BLACK,M,OTHERS,2018
5710,ZZHBHZLR,11/15/2018,BLACK,M,OTHERS,2018
5711,ZZREHCSJ,10/31/2018,BLACK,M,OTHERS,2018
5712,ZZSEWZJL,11/16/2018,HISPANIC,F,OTHERS,2018
5713,ZZSZZBLJ,08/06/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5714,ZZHERLSZ,09/19/2018,HISPANIC,M,OTHERS,2018
5715,ZZSRBHWW,11/16/2018,BLACK,F,OTHERS,2018
5716,ZZEHELSE,11/01/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
5717,ZZSRBHLC,11/18/2018,WHITE,M,OTHERS,2018
5718,ZZHLJECC,10/26/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5719,ZZHSLBCC,11/19/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5720,ZZZCLWEC,05/14/2018,BLACK,M,"BURGLARY, THIRD DEGREE                DF",2018
5721,ZZELBZSL,06/29/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5722,ZZHRJZCW,08/28/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
5723,ZZRWBZHC,08/14/2018,BLACK,M,OTHERS,2018
5724,ZZRERSJL,09/14/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5725,ZZSRWJCR,07/24/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
5726,ZZHSECJR,11/15/2018,WHITE,M,OTHERS,2018
5727,ZZSRLRSC,06/12/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
5728,ZZHRCZZR,10/22/2018,HISPANIC,M,OTHERS,2018
5729,ZZSZBJLR,04/13/2018,BLACK,M,OTHERS,2018
5730,ZZSRBHLH,11/16/2018,BLACK,M,OTHERS,2018
5731,ZZHJCZSL,02/21/2018,WHITE,M,OTHERS,2018
5732,ZZSRSSSR,02/04/2018,BLACK,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018
5733,ZZSRHLJE,11/19/2018,BLACK,M,OTHERS,2018
5734,ZZSRBHCZ,11/19/2018,WHITE,M,OTHERS,2018
5735,ZZEBSSZB,11/19/2018,WHITE,M,OTHERS,2018
5736,ZZSRLELZ,11/19/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018
5737,ZZRZSEZS,11/19/2018,BLACK,M,OTHERS,2018
5738,ZZRWBHLR,08/01/2018,HISPANIC,M,OTHERS,2018
5739,ZZESWHCJ,07/03/2018,BLACK,M,OTHERS,2018
5740,ZZHCZSJL,10/26/2018,HISPANIC,M,OTHERS,2018
5741,ZZSEZZSE,10/24/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5742,ZZRZLJRC,10/29/2018,BLACK,M,OTHERS,2018
5743,ZZHWJWSL,04/19/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5744,ZZRHCCZR,04/06/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
5745,ZZHREJHW,03/19/2018,WHITE,M,OTHERS,2018
5746,ZZSZZHSZ,08/12/2018,WHITE,M,OTHERS,2018
5747,ZZSRCWWS,09/13/2018,BLACK,M,OTHERS,2018
5748,ZZRCRJEL,07/27/2018,WHITE,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
5749,ZZHLHCHE,11/07/2018,HISPANIC,M,OTHERS,2018
5750,ZZSZZBLJ,08/06/2018,WHITE,M,OTHERS,2018
5751,ZZHWLBSC,11/19/2018,BLACK,M,OTHERS,2018
5752,ZZSRSERL,11/16/2018,WHITE,M,OTHERS,2018
5753,ZZSZSRBL,10/22/2018,BLACK,M,OTHERS,2018
5754,ZZSELHRJ,09/17/2018,WHITE,M,OTHERS,2018
