,IDENTIFIER,LATEST ADMISSION DATE,RACE,GENDER,OFFENSE,Year
2416,ZZSESLZC,02/28/2018,WHITE,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
2417,ZZSRSCBR,03/01/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
2418,ZZSRSCBE,03/01/2018,BLACK,M,OTHERS,2018
2419,ZZRLWBER,02/28/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2420,ZZSEJCLJ,03/01/2018,BLACK,M,OTHERS,2018
2421,ZZSRSCLB,02/28/2018,WHITE,F,OTHERS,2018
2422,ZZSRSREL,03/01/2018,BLACK,F,"BURGLARY, THIRD DEGREE                DF",2018
2423,ZZHJSWZC,03/01/2018,WHITE,M,OTHERS,2018
2424,ZZSRSCWJ,02/28/2018,HISPANIC,M,OTHERS,2018
2425,ZZSRHSHL,03/01/2018,HISPANIC,M,OTHERS,2018
2426,ZZSRSCBZ,03/01/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
2427,ZZRBEWJS,03/01/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2428,ZZHECJRH,03/01/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2429,ZZSRSCCH,02/28/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
2430,ZZSZSZEL,02/28/2018,WHITE,M,OTHERS,2018
2431,ZZHWZWJC,02/28/2018,BLACK,M,OTHERS,2018
2432,ZZHRSRWZ,03/01/2018,BLACK,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
2433,ZZEESCRC,03/01/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
2434,ZZHRRSJL,02/28/2018,BLACK,M,OTHERS,2018
2435,ZZSZCRRH,03/01/2018,HISPANIC,F,INJURY OR RISK OF INJURY TO MINOR      F,2018
2436,ZZEBZZSR,03/01/2018,BLACK,M,OTHERS,2018
2437,ZZEZHCEH,02/28/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
2438,ZZSELRCL,01/02/2018,WHITE,M,OTHERS,2018
2439,ZZHWBJJW,03/01/2018,WHITE,M,OTHERS,2018
2440,ZZHHCJJC,02/28/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2441,ZZHWECCJ,02/28/2018,BLACK,M,OTHERS,2018
2442,ZZHWSHSJ,03/01/2018,HISPANIC,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
2443,ZZSRSCLS,02/28/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
2444,ZZSRSCCC,03/01/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
2445,ZZSRRHCJ,02/28/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2446,ZZRCSRCC,03/01/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2447,ZZSEWWEH,03/01/2018,WHITE,M,OTHERS,2018
2448,ZZECJWCC,03/01/2018,HISPANIC,F,OTHERS,2018
2449,ZZZJECSL,03/01/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2450,ZZSRSCJH,03/01/2018,HISPANIC,F,OTHERS,2018
2451,ZZSRSCJZ,03/01/2018,BLACK,M,OTHERS,2018
2452,ZZHCCZHW,03/01/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
2453,ZZSRZWHZ,02/28/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
2454,ZZRBLWEB,02/28/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2455,ZZSZCZWL,03/01/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2456,ZZSRSCLJ,02/28/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2457,ZZEBHJHC,02/28/2018,BLACK,M,OTHERS,2018
2458,ZZSZBSCC,03/01/2018,WHITE,F,OTHERS,2018
2459,ZZSRHLCB,03/01/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018
2460,ZZHWJWBH,03/01/2018,BLACK,M,OTHERS,2018
2461,ZZRBELRZ,03/01/2018,BLACK,M,OTHERS,2018
2462,ZZSRSCLH,02/28/2018,BLACK,M,"BURGLARY, THIRD DEGREE                DF",2018
2463,ZZSRSCJR,03/01/2018,WHITE,F,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2464,ZZHBJEHZ,02/28/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
2465,ZZSERHZR,03/01/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2466,ZZHBHSSR,02/28/2018,WHITE,M,OTHERS,2018
2467,ZZZBBHJS,02/28/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2468,ZZZCCJHJ,03/01/2018,WHITE,M,OTHERS,2018
2469,ZZHJHZSH,02/20/2018,HISPANIC,M,OTHERS,2018
2470,ZZSRSCCS,03/01/2018,WHITE,M,OTHERS,2018
2471,ZZRLCCZR,02/28/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018
2472,ZZSRSCCR,02/28/2018,BLACK,M,OTHERS,2018
2473,ZZHEJESH,03/01/2018,WHITE,M,OTHERS,2018
2474,ZZSRSCCJ,03/01/2018,ASIAN,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
2475,ZZSRHSCB,02/28/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
2476,ZZHSSHBC,03/01/2018,BLACK,M,OTHERS,2018
2477,ZZSRSCCL,03/01/2018,WHITE,M,OTHERS,2018
2478,ZZSRSCCW,03/01/2018,WHITE,M,OTHERS,2018
2479,ZZSEJEER,03/01/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
2480,ZZSRSCWL,02/28/2018,WHITE,M,OTHERS,2018
2481,ZZHLHSZZ,02/28/2018,BLACK,M,OTHERS,2018
2482,ZZSRSCWB,02/28/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
2483,ZZSRSCWC,02/28/2018,BLACK,M,OTHERS,2018
2484,ZZSRSCLE,02/28/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2485,ZZSRSCWH,02/28/2018,BLACK,M,OTHERS,2018
2486,ZZRJLSRH,03/01/2018,HISPANIC,M,OTHERS,2018
2487,ZZSRSCBC,03/01/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2488,ZZHRCCWS,03/01/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2489,ZZHLELSC,02/28/2018,WHITE,M,"ROBBERY, FIRST DEGREE                 BF",2018
2490,ZZHCBRRW,03/01/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2491,ZZRRJCBR,03/01/2018,BLACK,M,OTHERS,2018
2492,ZZEHZZRJ,03/01/2018,BLACK,M,OTHERS,2018
2493,ZZSRSCCZ,02/28/2018,WHITE,F,OTHERS,2018
2494,ZZSRSCCB,03/01/2018,HISPANIC,M,OTHERS,2018
2495,ZZSRSCBB,03/01/2018,HISPANIC,M,OTHERS,2018
2496,ZZHCRZBE,02/28/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2497,ZZSRSCBH,03/01/2018,HISPANIC,M,OTHERS,2018
2498,ZZRWCEWZ,03/01/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2499,ZZHCSSHC,03/01/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2500,ZZHCZWWW,03/01/2018,BLACK,F,OTHERS,2018
2501,ZZHRERLH,02/28/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2502,ZZSRSCJS,03/01/2018,HISPANIC,F,INJURY OR RISK OF INJURY TO MINOR      F,2018
2503,ZZRBJWEC,02/28/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2504,ZZRCWSLE,02/28/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
2505,ZZHLLZEL,03/01/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
2506,ZZRSRBWC,02/28/2018,WHITE,F,OTHERS,2018
2507,ZZSZREWR,02/28/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2508,ZZEBHLLJ,03/01/2018,WHITE,M,OTHERS,2018
2509,ZZHJBREC,03/01/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
2510,ZZSZJEBE,03/01/2018,BLACK,M,OTHERS,2018
2511,ZZHZWZBJ,02/28/2018,BLACK,M,OTHERS,2018
2512,ZZSRRECE,03/01/2018,WHITE,F,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2513,ZZSRSCJE,03/01/2018,ASIAN,F,OTHERS,2018
2514,ZZSRSCRR,02/26/2018,HISPANIC,M,OTHERS,2018
2515,ZZESHHJE,02/28/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2516,ZZHBLBEL,03/01/2018,BLACK,M,"BURGLARY, THIRD DEGREE                DF",2018
2517,ZZHCBHJR,03/01/2018,HISPANIC,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
2518,ZZSRSCLW,02/28/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2519,ZZSRRSWB,03/01/2018,HISPANIC,M,OTHERS,2018
2520,ZZHLEZWC,03/01/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2521,ZZSRSCBW,03/01/2018,BLACK,M,OTHERS,2018
2522,ZZSRSCBL,03/01/2018,WHITE,M,OTHERS,2018
2523,ZZECRRBR,02/28/2018,WHITE,M,OTHERS,2018
2524,ZZSRSCBJ,03/01/2018,WHITE,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
2525,ZZEHCJBJ,02/28/2018,BLACK,M,OTHERS,2018
2526,ZZSESBWR,03/01/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2527,ZZEJWLJR,03/01/2018,HISPANIC,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
2528,ZZRJECEZ,03/01/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2529,ZZSRSBZL,03/02/2018,HISPANIC,F,OTHERS,2018
2530,ZZHRRBBC,03/02/2018,BLACK,M,OTHERS,2018
2531,ZZRBSWHH,03/02/2018,BLACK,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018
2532,ZZSRSBZR,03/02/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2533,ZZSRSBEZ,03/02/2018,HISPANIC,M,OTHERS,2018
2534,ZZHJCBBS,03/02/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2535,ZZHLJRLS,03/02/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2536,ZZSRSBZJ,03/02/2018,BLACK,M,OTHERS,2018
2537,ZZHRBRRR,03/02/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2538,ZZSRSBZW,03/02/2018,WHITE,M,OTHERS,2018
2539,ZZSEJCLJ,03/01/2018,BLACK,M,OTHERS,2018
2540,ZZHSEWRR,03/02/2018,HISPANIC,M,OTHERS,2018
2541,ZZSZSCCH,03/02/2018,WHITE,F,OTHERS,2018
2542,ZZSEJLHC,03/02/2018,WHITE,M,OTHERS,2018
2543,ZZRRHRBS,03/02/2018,HISPANIC,F,INJURY OR RISK OF INJURY TO MINOR      F,2018
2544,ZZHSBHLB,03/02/2018,BLACK,M,OTHERS,2018
2545,ZZSELBWL,03/02/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2546,ZZRZLBEJ,03/02/2018,WHITE,M,OTHERS,2018
2547,ZZSRSCJJ,03/02/2018,WHITE,M,OTHERS,2018
2548,ZZSRHHLC,03/02/2018,WHITE,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
2549,ZZHCSCHL,03/02/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
2550,ZZSRHREL,03/02/2018,HISPANIC,M,OTHERS,2018
2551,ZZHLEHLC,03/02/2018,BLACK,M,OTHERS,2018
2552,ZZSZZSLZ,03/02/2018,BLACK,F,OTHERS,2018
2553,ZZSEWLEE,03/02/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2554,ZZELZLWZ,03/02/2018,BLACK,M,OTHERS,2018
2555,ZZHSSHLR,03/02/2018,WHITE,M,OTHERS,2018
2556,ZZHHBBLR,03/02/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018
2557,ZZRRRZJS,03/02/2018,BLACK,M,OTHERS,2018
2558,ZZSZCHHS,03/02/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
2559,ZZHJEZCH,03/02/2018,WHITE,F,OTHERS,2018
2560,ZZSESCZZ,03/02/2018,HISPANIC,M,OTHERS,2018
2561,ZZHJJBZE,03/02/2018,WHITE,M,OTHERS,2018
2562,ZZZCEZLL,03/02/2018,BLACK,M,OTHERS,2018
2563,ZZHEBEBC,03/02/2018,BLACK,F,OTHERS,2018
2564,ZZRHRCSJ,03/02/2018,BLACK,M,OTHERS,2018
2565,ZZSZJBWB,03/02/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
2566,ZZSRSBZC,03/02/2018,BLACK,M,OTHERS,2018
2567,ZZSRSBEE,03/02/2018,BLACK,M,OTHERS,2018
2568,ZZRCZEWE,03/02/2018,BLACK,F,OTHERS,2018
2569,ZZHCHRHL,03/02/2018,BLACK,M,OTHERS,2018
2570,ZZHBJWLH,03/02/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2571,ZZSRSBZS,03/02/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
2572,ZZRCCHRS,03/02/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2573,ZZHBZCSL,03/02/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2574,ZZSRSWRR,03/02/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2575,ZZHEWSSB,03/02/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2576,ZZSRSBZH,03/02/2018,HISPANIC,M,OTHERS,2018
2577,ZZECSSJS,03/02/2018,BLACK,F,OTHERS,2018
2578,ZZHSBJSW,03/02/2018,BLACK,M,OTHERS,2018
2579,ZZSZSWCE,03/02/2018,HISPANIC,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
2580,ZZSRSBEH,03/02/2018,BLACK,M,OTHERS,2018
2581,ZZHJJSZW,03/02/2018,BLACK,F,"ASSAULT, THIRD DEGREE                 AM",2018
2582,ZZHRJRBR,03/02/2018,HISPANIC,M,OTHERS,2018
2583,ZZHJWCZR,03/02/2018,BLACK,M,OTHERS,2018
2584,ZZSRSCJC,03/02/2018,WHITE,M,OTHERS,2018
2585,ZZSRSBER,03/02/2018,HISPANIC,M,OTHERS,2018
2586,ZZSRSBZB,03/02/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
2587,ZZRBLCZB,03/02/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2588,ZZEZRRRR,03/02/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2589,ZZSZBBHC,03/02/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2590,ZZEBSEHB,03/02/2018,BLACK,M,OTHERS,2018
2591,ZZRBJEEJ,03/02/2018,BLACK,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018
2592,ZZHCRLJJ,03/02/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
2593,ZZSZWJBC,03/02/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2594,ZZSRSCJL,03/02/2018,HISPANIC,M,OTHERS,2018
2595,ZZSRSBES,03/03/2018,WHITE,M,OTHERS,2018
2596,ZZRWHSBE,03/04/2018,HISPANIC,M,OTHERS,2018
2597,ZZHJZWWH,03/04/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2598,ZZHSCWRW,03/04/2018,BLACK,M,OTHERS,2018
2599,ZZHCLRSH,03/05/2018,WHITE,M,OTHERS,2018
2600,ZZHBHECW,03/05/2018,BLACK,M,OTHERS,2018
2601,ZZSEBSRR,03/05/2018,AMER IND,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
2602,ZZSRSBHR,03/05/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
2603,ZZELZCHC,03/05/2018,BLACK,M,OTHERS,2018
2604,ZZHLSRCH,03/05/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2605,ZZHBZJRR,03/05/2018,BLACK,M,OTHERS,2018
2606,ZZHRZSZB,03/05/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
2607,ZZSRSBEL,03/05/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018
2608,ZZHHZHSW,03/05/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
2609,ZZHJBRBZ,03/05/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2610,ZZSRSBHS,03/05/2018,BLACK,M,OTHERS,2018
2611,ZZSRSBRL,03/05/2018,WHITE,M,OTHERS,2018
2612,ZZSRSBHE,03/05/2018,HISPANIC,M,OTHERS,2018
2613,ZZSRSBHJ,03/05/2018,WHITE,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
2614,ZZEZZZEE,03/05/2018,BLACK,M,OTHERS,2018
2615,ZZHSLHBJ,03/05/2018,WHITE,M,OTHERS,2018
2616,ZZSRSBEC,03/05/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2617,ZZSRSBRE,03/05/2018,WHITE,M,OTHERS,2018
2618,ZZHSSRHB,03/05/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
2619,ZZHWEZSS,03/05/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2620,ZZSRSBHC,03/05/2018,BLACK,M,OTHERS,2018
2621,ZZSZHCEB,03/05/2018,WHITE,M,OTHERS,2018
2622,ZZRWLRSH,03/05/2018,BLACK,F,VIOLATION OF PROBATION OR COND DISCHG,2018
2623,ZZSRSBRJ,03/05/2018,WHITE,M,OTHERS,2018
2624,ZZSRSBSB,03/05/2018,WHITE,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
2625,ZZSESSZR,03/05/2018,BLACK,M,"BURGLARY, THIRD DEGREE                DF",2018
2626,ZZSRSBEJ,03/05/2018,WHITE,M,OTHERS,2018
2627,ZZRHLWZB,03/05/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2628,ZZHWHEEL,03/05/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2629,ZZSZBRWE,03/05/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2630,ZZSRSBWR,03/05/2018,WHITE,M,OTHERS,2018
2631,ZZSRSBRB,03/05/2018,BLACK,M,OTHERS,2018
2632,ZZSRSBSC,03/05/2018,BLACK,F,OTHERS,2018
2633,ZZSRSBRR,03/05/2018,BLACK,F,OTHERS,2018
2634,ZZSRSRSW,03/05/2018,BLACK,M,OTHERS,2018
2635,ZZSEJCHB,03/05/2018,HISPANIC,M,"ROBBERY, FIRST DEGREE                 BF",2018
2636,ZZSELLLJ,03/05/2018,BLACK,M,OTHERS,2018
2637,ZZHCSWRB,03/05/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
2638,ZZSRERHW,03/05/2018,HISPANIC,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
2639,ZZSZCSEH,03/05/2018,WHITE,M,OTHERS,2018
2640,ZZSRSBSH,03/05/2018,WHITE,M,OTHERS,2018
2641,ZZSRRHCR,03/05/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
2642,ZZHJZBLJ,03/05/2018,WHITE,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
2643,ZZZJWERE,03/05/2018,BLACK,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
2644,ZZSRSBRS,03/05/2018,HISPANIC,M,OTHERS,2018
2645,ZZEWHRCZ,03/05/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
2646,ZZSRSBHH,03/05/2018,BLACK,M,OTHERS,2018
2647,ZZSRSBWE,03/05/2018,WHITE,M,OTHERS,2018
2648,ZZRLLEHL,03/05/2018,WHITE,M,OTHERS,2018
2649,ZZSRSBSS,03/05/2018,HISPANIC,F,OTHERS,2018
2650,ZZSRSBRH,03/05/2018,HISPANIC,M,OTHERS,2018
2651,ZZSRSBSJ,03/05/2018,BLACK,M,OTHERS,2018
2652,ZZSRSBRW,03/05/2018,BLACK,M,OTHERS,2018
2653,ZZRHJCCE,03/05/2018,HISPANIC,M,OTHERS,2018
2654,ZZHLWELJ,03/05/2018,BLACK,M,OTHERS,2018
2655,ZZHBJZJL,03/05/2018,WHITE,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
2656,ZZELRZJR,03/05/2018,BLACK,M,OTHERS,2018
2657,ZZSRSBSE,03/05/2018,HISPANIC,M,OTHERS,2018
2658,ZZSRSBHB,03/05/2018,BLACK,M,OTHERS,2018
2659,ZZHLBZJR,03/05/2018,WHITE,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
2660,ZZSZJCLC,03/05/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2661,ZZRWSCLZ,03/05/2018,HISPANIC,M,OTHERS,2018
2662,ZZSRSBWZ,03/05/2018,WHITE,M,OTHERS,2018
2663,ZZHJHWRZ,03/05/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2664,ZZSELWEZ,03/05/2018,ASIAN,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2665,ZZHRWESH,03/05/2018,BLACK,F,OTHERS,2018
2666,ZZSRSBRZ,03/05/2018,BLACK,M,OTHERS,2018
2667,ZZHWCSHC,03/05/2018,HISPANIC,M,OTHERS,2018
2668,ZZHWLCEW,03/05/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2669,ZZSRSBHW,03/05/2018,BLACK,M,OTHERS,2018
2670,ZZHCCECH,03/05/2018,WHITE,F,OTHERS,2018
2671,ZZSRSBSZ,03/05/2018,BLACK,M,OTHERS,2018
2672,ZZHCSCRL,03/05/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
2673,ZZHWJHSE,03/05/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2674,ZZHWJLJS,03/05/2018,HISPANIC,M,OTHERS,2018
2675,ZZSRHJRH,03/05/2018,WHITE,F,OTHERS,2018
2676,ZZSRSBHL,03/05/2018,BLACK,M,OTHERS,2018
2677,ZZHJECLR,03/03/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2678,ZZSRSBSW,03/05/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
2679,ZZSESWZB,03/06/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018
2680,ZZSRSBWJ,03/06/2018,WHITE,M,OTHERS,2018
2681,ZZHWHRWW,03/06/2018,BLACK,M,OTHERS,2018
2682,ZZSRSRWH,03/06/2018,WHITE,F,"BURGLARY, THIRD DEGREE                DF",2018
2683,ZZSZZWSJ,03/06/2018,WHITE,M,OTHERS,2018
2684,ZZEZRCJH,03/06/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
2685,ZZHLRZBS,03/06/2018,BLACK,M,"ASSAULT, FIRST DEGREE                 BF",2018
2686,ZZSEJHRJ,03/06/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018
2687,ZZRCRHRC,03/06/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2688,ZZSZHSZW,03/06/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2689,ZZSRSBLW,03/06/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
2690,ZZSEBSRR,03/05/2018,AMER IND,M,OTHERS,2018
2691,ZZHSJHBZ,03/06/2018,BLACK,M,OTHERS,2018
2692,ZZRJCRHH,03/06/2018,BLACK,M,OTHERS,2018
2693,ZZHLEJEJ,03/06/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
2694,ZZHSEBJL,03/06/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2695,ZZSRSBWC,03/06/2018,WHITE,M,OTHERS,2018
2696,ZZSRSBLS,03/06/2018,WHITE,M,OTHERS,2018
2697,ZZSRSBLC,03/06/2018,BLACK,M,OTHERS,2018
2698,ZZSZJZBW,03/06/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2699,ZZSZHJCZ,03/06/2018,HISPANIC,M,"ASSAULT, FIRST DEGREE                 BF",2018
2700,ZZSRSBLB,03/06/2018,WHITE,M,OTHERS,2018
2701,ZZHCLZBB,03/06/2018,HISPANIC,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018
2702,ZZSRSBWL,03/06/2018,WHITE,M,OTHERS,2018
2703,ZZSZZRCR,03/06/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2704,ZZZBWZWJ,03/06/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2705,ZZSRSBCZ,03/06/2018,WHITE,F,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2706,ZZRZSWSW,03/06/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
2707,ZZSRSBWW,03/06/2018,BLACK,M,OTHERS,2018
2708,ZZEWHELC,03/06/2018,WHITE,M,"ASSAULT, FIRST DEGREE                 BF",2018
2709,ZZHBLHWB,03/06/2018,HISPANIC,F,OTHERS,2018
2710,ZZHWBCHW,03/06/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
2711,ZZRZECBS,03/06/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2712,ZZSRRWZE,03/06/2018,HISPANIC,M,OTHERS,2018
2713,ZZZBCHRZ,03/06/2018,HISPANIC,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
2714,ZZHCZRJJ,03/06/2018,HISPANIC,M,OTHERS,2018
2715,ZZSRERHW,03/05/2018,HISPANIC,M,OTHERS,2018
2716,ZZSRHLRC,03/06/2018,BLACK,M,OTHERS,2018
2717,ZZHSRSCH,03/06/2018,BLACK,F,OTHERS,2018
2718,ZZHJZCJE,03/06/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
2719,ZZHWHESZ,03/06/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2720,ZZHWESLW,03/06/2018,BLACK,M,OTHERS,2018
2721,ZZRHLSBL,03/06/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
2722,ZZEECRHH,03/06/2018,BLACK,M,OTHERS,2018
2723,ZZZWJZBL,03/06/2018,WHITE,M,OTHERS,2018
